"M3","M6","M9","M12","M15","M18","M21","M24","M27","M30","M33","M36","M39","M48","M60","M72"
11.2269926773156,11.7966739090771,12.1758801390742,12.3980865998712,12.4772411341705,12.4899637030081,12.4888952057885,12.4353921870516,12.3162384519914,12.1830250936297,12.0450433251236,11.9531431373783,11.8246436192695,11.5366001315713,11.4136628408533,11.379197469615
11.2297042108119,11.776789240389,12.1562447946633,12.3239234076042,12.3811849981321,12.3802358779405,12.3670976638811,12.3111039993335,12.1700008365202,12.0313155355903,11.9089537586608,11.8148180835722,11.7026184717033,11.3968476221946,11.2686321543552,11.2169577225282
11.2479329443859,11.7836917380377,12.1502408266638,12.3281800750825,12.3724668225683,12.3897686686984,12.3839725008523,12.3428445255929,12.2049261543564,12.0689785670598,11.9465632300559,11.8494883186586,11.7188397996884,11.4235666423788,11.2814158484207,11.2127827314332
11.259321001743,11.8057139188165,12.1721132936787,12.3471709320864,12.4011092249637,12.4093648219984,12.4114767839369,12.3889884151755,12.2526910254099,12.1229504897411,12.0056051706402,11.9154062385324,11.790340210359,11.506019262615,11.3759785400511,11.3385002201608
11.2774006890004,11.8013597890821,12.1540966453851,12.3219204395072,12.3802974575534,12.3896875869535,12.386606061074,12.3474676012998,12.2110889470074,12.0811208603774,11.9574567946816,11.8648259093973,11.7355064302375,11.4490278660603,11.3439812802222,11.2862833407992
11.3086292336266,11.8405831498,12.1794929510953,12.3383324073995,12.3759046916335,12.3890883829134,12.3729092307847,12.335465771441,12.2007341636864,12.0483919162663,11.9086685858598,11.8108903710543,11.6756675703881,11.3869870444691,11.2599030309995,11.2229609776936
11.3377684406761,11.8880179245897,12.2190028320484,12.3797646178744,12.4306886975292,12.4375306087572,12.4223780830299,12.3847436730204,12.2580335274568,12.0971898111415,11.9510589162408,11.8547237555161,11.7238233198281,11.4401855148464,11.3215516787771,11.2408804219718
11.3454354516817,11.8752948222882,12.1968674715457,12.3501075858063,12.3601477533591,12.3598347869734,12.3250670663464,12.269746675015,12.1288343972432,11.961434206113,11.812095446549,11.724945942913,11.5985018652007,11.3075539984806,11.1787544076306,11.145843687349
11.368859001663,11.9204522894538,12.2566915381831,12.4228283002285,12.4416480569861,12.4383695498832,12.4198928115936,12.368107999269,12.2368680421968,12.0696678018712,11.9237141456543,11.8245369451402,11.7018441730408,11.4294112388348,11.3247116025204,11.2720691519446
11.3762940355415,11.9392461866005,12.2738266639957,12.4493203468659,12.4789743160824,12.468570516273,12.4499782886182,12.3977853792264,12.2643083307196,12.0926017979247,11.945518804201,11.8596206395738,11.7432626047462,11.4629237779436,11.3613746579667,11.3060759776627
11.4696507662118,12.0163430176802,12.3690242477478,12.5828597423942,12.6202220140229,12.6305899315108,12.6151703131984,12.5593180341694,12.393618668496,12.2408312695796,12.116899910551,12.0119553337459,11.8875784495594,11.5759165519184,11.4313259884981,11.3724373574464
11.516391440191,12.0906572931444,12.5043171154031,12.7408759307192,12.7980000772075,12.8275961154436,12.8160184836287,12.755207439004,12.6094882489593,12.4665925763176,12.3454674850923,12.2343462401225,12.1018645175535,11.7884899250119,11.6354573541816,11.5520937965168
11.6174891292015,12.2619594362172,12.6938682184134,12.923589026296,12.9876824105562,13.0298079132994,13.0278869543017,12.9767193667303,12.8368733597728,12.6813689785977,12.5655210885331,12.4863165567546,12.345434670038,12.0398669563586,11.8663119638368,11.7301716279918
11.7117120539105,12.3471708248594,12.7907598733706,13.0315728632788,13.1017527091006,13.1658482036562,13.179465280082,13.1371678251993,13.0155070832865,12.8776869183499,12.7743451776566,12.6988572629135,12.5568309494876,12.2850431124772,12.1504299276004,12.0807774818652
11.7117849682663,12.3407135586125,12.7389886750969,12.9837887657285,13.0630794102682,13.1172000868396,13.1504513084156,13.1217466102291,13.0144310537701,12.8838786050462,12.7907607089172,12.7321522401781,12.6236009030485,12.4020749737248,12.3152780167963,12.2558934002138
11.6959151455197,12.271969732588,12.6485322697065,12.8607919015007,12.9263220659338,12.9806238295314,12.958426279627,12.8927814758867,12.7716069613957,12.652861117021,12.5580625965793,12.4820270105499,12.3762019841563,12.141852728556,12.0532771442217,12.0214208597293
11.755801005836,12.3677417391024,12.7562281051856,12.9816546546436,13.0570382336979,13.1217800379309,13.1053945909655,13.0608737614846,12.9715071050092,12.850782555234,12.74584823771,12.6707763694922,12.5661391389262,12.298024500919,12.2087412549094,12.141308672934
11.8131588087044,12.414393621002,12.8167697947994,13.0644889834284,13.1672904546653,13.2402945886868,13.2535643567495,13.22381142047,13.1483540648184,13.037934183451,12.9450990865936,12.8691108766087,12.748546372588,12.4652452557584,12.3369333666996,12.24404653913
11.9204866275831,12.5191539967177,12.9452589121824,13.2025361503758,13.3212724919864,13.4156220176436,13.4443534292134,13.4188696785593,13.347338605319,13.2489675160414,13.1678878257436,13.0970451687481,12.9813915338475,12.7004560779835,12.575992551408,12.522772360337
11.8561711150342,12.4180188394928,12.8337145127845,13.075221664354,13.1820526990762,13.2304958204608,13.2248317745142,13.1828656668189,13.1045006179385,12.9779176346848,12.8877499101741,12.8226571071968,12.7159476133133,12.4475627268365,12.3517953568212,12.2833238560587
11.9127889285654,12.4559841411542,12.8390650819934,13.0478483650531,13.1733297795971,13.2299687434477,13.2302693803291,13.1896733858715,13.1138879111624,13.0305871853264,12.9669482517586,12.8909663316728,12.774048825073,12.4666932976695,12.3542195464749,12.2759927704168
11.9060170144989,12.4126636585406,12.7303177151651,12.8870259917511,12.9798445291832,13.0101708224081,13.0093179978465,12.9586085556933,12.8747594489871,12.7818473960459,12.7278081051325,12.6806720084516,12.5811673511737,12.3066200201143,12.1960469089286,12.1294019030558
11.9205685108813,12.4056629723892,12.7018262098344,12.8500719807142,12.9284599906383,12.9211248453099,12.8818026701491,12.8132388660398,12.7122671183975,12.6104171093626,12.5414765875725,12.4763563088989,12.3636535351002,12.0876665250329,11.9977808827066,11.9124701833574
11.9606087552186,12.4393549149617,12.7482975556463,12.8946230381173,12.9754481971538,12.96101281829,12.9459132282609,12.8721202724299,12.7867130581716,12.7002760113224,12.6299075433903,12.568734406513,12.4592890722511,12.2223294160454,12.1063619900937,11.9757155978725
11.9811576789993,12.4670546364043,12.7684741467531,12.9059646159826,12.979001722684,12.9577206306732,12.9183853332412,12.8433847016872,12.7457868057161,12.6506336054727,12.5701465826439,12.4790005490324,12.3586712016308,12.0708210747816,11.8784962855012,11.8366354267105
12.003203824121,12.4893353140843,12.7928522079377,12.9391733308514,13.0200525043608,13.0066690231299,12.9723941907879,12.8900174396665,12.7916401419589,12.6703655736931,12.5704037381797,12.4748788641991,12.3564522170377,12.0772737826002,11.9115215388766,11.8470488580603
12.0045228238365,12.4849168803728,12.7146872617292,12.830445886139,12.8717314655151,12.8249215651626,12.7685205233468,12.6474559672591,12.5103061282842,12.3399173949872,12.230711713901,12.1226970714055,11.9999485001398,11.723033134649,11.585730427904,11.5296484109438
12.0178584063974,12.4498607145565,12.6557444217177,12.7498121482157,12.7794380040298,12.723632939421,12.627527358517,12.477442507311,12.3117793827506,12.1234360350043,11.9875781412861,11.8717780145661,11.7415113896494,11.4698287925836,11.3561623407619,11.3311433492812
12.03528338368,12.44244391883,12.6211595629686,12.7239960181749,12.7602236908543,12.7057113221319,12.6004260564258,12.4229367616542,12.2509721433894,12.0616334619023,11.9299502796676,11.8094810617524,11.6849535666227,11.4122083529078,11.2742908702939,11.2347063106643
12.0697543867985,12.4270163208597,12.6088443946925,12.6927132796285,12.7220500877317,12.659612222939,12.5602727400736,12.3865661191288,12.2035020190092,12.0357696829572,11.8990975031136,11.7599922997274,11.6211515594758,11.3137668438657,11.1888942521911,11.168146917698
12.0809357782282,12.4425236973698,12.6536352435182,12.7591436929599,12.807990384841,12.7670443199906,12.6958696143822,12.5264176973779,12.3632558692742,12.2046146458871,12.0807784837972,11.958717396456,11.8204715722812,11.5112433884645,11.3713978781945,11.3120775946394
12.1005037160477,12.4892208452732,12.6463687821345,12.7284555970418,12.7508460419088,12.6965226136865,12.6085116379698,12.4264639917183,12.2501074428818,12.079791874009,11.9687751977336,11.8463219124809,11.7092917646762,11.4207839861977,11.2837049869879,11.2271769277937
